word,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive
diplomatic,,,,,,,,0.68,0.0,1.0
dire,,,0.45299999999999996,0.578,,0.609,0.664,,1.0,0.0
director,,,,,,,,0.445,0.0,1.0
dirt,,,0.5,,,,,,1.0,0.0
dirty,,,0.727,,,,,,1.0,0.0
disability,,,,,,0.648,,,1.0,0.0
disable,,,,0.5579999999999999,,0.529,,,1.0,0.0
disabled,,,,0.406,,0.672,,,1.0,0.0
disagree,0.389,,,,,,,,1.0,0.0
disagreeing,0.45299999999999996,,,,,0.33299999999999996,,,1.0,0.0
disagreement,0.348,,,,,0.43799999999999994,,,1.0,0.0
disallowed,0.308,,0.336,0.406,,0.32799999999999996,,,1.0,0.0
disapointment,0.29,,,,,,,,,
disappear,,,,0.42200000000000004,,,,,0.0,0.0
disappoint,0.409,,0.38299999999999995,,,0.609,,,1.0,0.0
disappointed,0.348,,0.32799999999999996,,,0.636,,,1.0,0.0
disappointing,,,,,,0.625,,,1.0,0.0
disappointment,,,0.297,,,0.594,,,1.0,0.0
disappointments,,,,,,,,0.203,,
disapproval,,,,,,0.469,,,1.0,0.0
disapprove,0.364,,0.344,0.38,,0.45299999999999996,,,1.0,0.0
disapproved,0.485,,,,,0.43799999999999994,,,1.0,0.0
disapproving,0.45299999999999996,,0.32,,,0.43799999999999994,,,1.0,0.0
disaster,0.721,,0.508,0.875,,0.758,0.812,,1.0,0.0
disastrous,0.72,,,0.875,,0.7340000000000001,,,1.0,0.0
disciple,,,,,,,,0.664,0.0,0.0
discipline,,,,0.344,,,,,1.0,0.0
disclaim,0.344,,0.32,,,,,0.36700000000000005,1.0,0.0
disclosed,,,,,,,,0.43,0.0,0.0
discoloration,,,0.336,,,,,,1.0,0.0
discolored,,,0.273,,,0.21899999999999997,,,1.0,0.0
discomfort,,,,,,0.5,,,1.0,0.0
disconnect,,,,,,0.359,,,1.0,0.0
disconnected,,,,,,0.43799999999999994,,,1.0,0.0
disconnects,0.281,,,,,,,,,
discontent,0.424,,0.336,0.23399999999999999,,0.5429999999999999,,,1.0,0.0
discontinuity,,,0.406,0.312,,0.297,,,1.0,0.0
discord,0.5760000000000001,,0.38299999999999995,,,,,,1.0,0.0
discourage,,,,0.281,,0.547,,,1.0,0.0
discreet,,0.289,,,,,,,0.0,1.0
discretion,,0.38299999999999995,,,,,,0.555,0.0,1.0
discriminate,0.5760000000000001,,,,,0.45299999999999996,,,1.0,0.0
discriminating,,,0.555,,,,,,1.0,0.0
discrimination,0.606,,0.664,0.391,,0.578,,,1.0,0.0
disdain,0.7190000000000001,,0.39799999999999996,,,,,,1.0,0.0
disease,0.341,,0.688,0.688,,0.665,,,1.0,0.0
diseased,,,0.797,0.7340000000000001,,0.7659999999999999,,,1.0,0.0
disembodied,,,,0.531,,0.66,,,1.0,0.0
disfigured,0.508,,0.7190000000000001,0.625,,0.703,,,1.0,0.0
disgrace,0.484,,0.539,,,0.812,,,1.0,0.0
disgraced,0.608,,0.523,,,0.7340000000000001,,,1.0,0.0
disgraceful,0.547,,0.625,,,,,,1.0,0.0
disgruntled,0.693,,0.406,,,0.7120000000000001,,,1.0,0.0
disgust,0.602,,0.7190000000000001,0.406,,0.531,,,1.0,0.0
disgusting,0.636,,0.703,0.484,,,,,1.0,0.0
disheartened,,,,,,0.7879999999999999,,,1.0,0.0
disheartening,,,,,,0.7190000000000001,,,1.0,0.0
dishonest,0.516,,0.45299999999999996,,,0.48200000000000004,,,1.0,0.0
dishonesty,,,0.414,,,,,,1.0,0.0
dishonor,0.441,,0.516,0.484,,0.625,,,1.0,0.0
disillusionment,0.375,,0.36700000000000005,,,0.547,,,1.0,0.0
disinclination,,,0.336,,,,,,,
disincline,,,0.312,,,,,,,
disinclined,,,0.25,,,,,,,
disinformation,0.152,,,0.28600000000000003,,,,,1.0,0.0
disingenuous,,,0.45299999999999996,,,,,,1.0,0.0
disintegrate,,,0.531,0.609,,,,,1.0,0.0
dislike,0.469,,0.406,,,,,,1.0,0.0
disliked,0.359,,0.336,,,0.5760000000000001,,,1.0,0.0
disliking,,,0.305,,,,,,,
dislocated,0.32799999999999996,,0.375,0.43799999999999994,,0.43799999999999994,,,1.0,0.0
dismal,,,0.47700000000000004,0.584,,0.562,,,1.0,0.0
dismay,0.54,0.297,,0.484,,0.636,0.57,,1.0,0.0
dismemberment,,,0.812,0.875,,0.7659999999999999,,,1.0,0.0
dismissal,0.312,,0.35200000000000004,0.406,,0.6859999999999999,0.312,,1.0,0.0
disobedience,0.424,,0.359,,,,,,1.0,0.0
disobedient,0.485,,,,,,,,1.0,0.0
disobey,0.469,,0.414,,,,,,1.0,0.0
disorder,,,,0.406,,,,,1.0,0.0
disparage,0.688,,0.45299999999999996,,,0.672,,,1.0,0.0
disparaging,0.5710000000000001,,0.523,,,0.609,,,1.0,0.0
disparity,0.547,,0.305,,,0.531,,,1.0,0.0
dispassionate,,,,,,0.42200000000000004,,,1.0,0.0
dispel,,,,,,0.375,,,1.0,0.0
displaced,0.294,,,0.43799999999999994,,0.691,,,0.0,0.0
displacency,,,0.414,,,,,,,
displeased,0.45299999999999996,,0.35200000000000004,0.273,,0.516,,,1.0,0.0
displeasure,,,0.406,,,,,,1.0,0.0
dispose,,,0.359,,,,,,0.0,0.0
disposed,,0.32,,,,,,0.32,0.0,1.0
dispossessed,0.47,,,0.578,,0.531,,,1.0,0.0
dispute,0.531,,,,,,,,1.0,0.0
disqualified,0.32799999999999996,,0.22699999999999998,,,0.435,,,1.0,0.0
disqualify,,,,,,0.375,,,1.0,0.0
disregarded,,,0.297,,,,,,1.0,0.0
disrelish,,,0.391,,,,,,,
disreputable,0.368,,0.49200000000000005,0.45299999999999996,,,,,1.0,0.0
disrespect,0.39399999999999996,,,,,,,,1.0,0.0
disrespectful,0.516,,0.484,0.34299999999999997,,0.5,,,1.0,0.0
disrupting,0.5,,,,,,,,,
disruption,0.469,,,0.45299999999999996,,,0.648,,1.0,0.0
dissection,,,0.759,,,,,,0.0,0.0
dissension,0.561,,,,,,,,1.0,0.0
disservice,0.485,,0.32,,,0.258,,,1.0,0.0
dissident,0.485,,,0.42200000000000004,,,,,1.0,0.0
dissolution,0.391,,,0.375,,0.48,0.336,,1.0,0.0
dissonance,0.53,,,,,,,,1.0,0.0
distaste,,,0.555,,,,,,1.0,0.0
distasteful,,,0.508,,,,,,1.0,0.0
distorted,,,0.461,,,,,,1.0,0.0
distracted,0.19699999999999998,,,,,,,,1.0,0.0
distracting,0.182,0.39799999999999996,,,,,,,1.0,0.0
distraught,,,,,,0.812,,,1.0,0.0
distress,0.469,,0.508,0.6559999999999999,,0.594,0.625,,1.0,0.0
distressed,,,,0.406,,,,,1.0,0.0
distressing,0.371,,,0.562,,,,,1.0,0.0
distrust,0.516,,0.336,0.531,,,,,1.0,0.0
disturbance,0.5760000000000001,,,0.45899999999999996,,0.484,0.688,,1.0,0.0
disturbed,0.5589999999999999,,,,,0.5,,,1.0,0.0
disused,0.382,,,,,,,,1.0,0.0
ditty,,,,,0.141,,,,0.0,1.0
divan,,,,,,,,0.297,0.0,0.0
divergent,,,,,,,0.461,,1.0,0.0
diversion,,,,,,,0.5,,0.0,1.0
diversity,,,,,,,,0.508,0.0,0.0
divided,,,,,,0.172,,,0.0,0.0
divination,,0.578,,,,,,,0.0,0.0
divine,,,,,0.6409999999999999,,,,0.0,0.0
divorce,0.516,,0.38299999999999995,0.484,,0.623,0.39799999999999996,0.133,1.0,0.0
doctor,,,,,,,,0.6409999999999999,0.0,1.0
doctrine,,,,,,,,0.5,0.0,0.0
dogma,,,,,,,,0.36700000000000005,0.0,0.0
dogsick,,,0.57,,,,,,,
doldrums,,,,,,0.45299999999999996,,,1.0,0.0
dole,,,,,,0.21899999999999997,,,1.0,0.0
doll,,,,,0.23399999999999999,,,,0.0,0.0
dollhouse,,,,,0.182,,,,,
dolor,,,,,,0.5,,,1.0,0.0
dolphin,,,,,0.348,,0.11699999999999999,0.36700000000000005,0.0,1.0
dominant,,,,0.406,,,,,1.0,0.0
dominate,0.5,,,0.43799999999999994,,,,,1.0,1.0
domination,0.688,,,0.5660000000000001,,0.469,,,1.0,0.0
dominion,,,,0.32799999999999996,,,,0.42200000000000004,0.0,0.0
don,,,,,,,,0.273,0.0,1.0
donkey,,,0.21100000000000002,,,,,,1.0,0.0
dontlikeyou,0.7120000000000001,,,,,,,,,
dontmess,0.5760000000000001,,,,,,,,,
dontmesswithme,0.75,,,,,,,,,
dontpanic,,,,0.37799999999999995,,,,,,
dontunderstand,0.242,,,,,,,,,
doom,,,,0.828,,,,,1.0,0.0
doomed,,,,0.888,,0.7659999999999999,,,1.0,0.0
doomsday,0.643,0.5,0.633,0.828,,0.75,,,1.0,0.0
doubt,,,,0.25,,0.359,,0.203,1.0,0.0
doubtless,,,,,,,,0.531,0.0,1.0
doubts,,,,0.308,,,,0.172,,
douchebags,0.75,,,,,,,,,
dove,,0.32799999999999996,,,0.312,,,0.469,0.0,1.0
down,,,,,,0.281,,,,
downfall,,,,0.5,,0.594,,,1.0,0.0
downright,,,,,,,,0.391,0.0,0.0
drab,,,,,,0.42,,,1.0,0.0
draft,,0.461,,,,,,,0.0,0.0
dragon,,,,0.594,,,,,0.0,0.0
draining,,,,,,0.424,,,,
dramaqueen,0.312,,,,,,,,,
dread,,0.531,,0.8590000000000001,,,,,1.0,0.0
dreaded,,,,0.703,,,,,,
dreadful,0.562,0.508,0.586,0.75,,0.797,,,1.0,0.0
dreadfully,,,0.508,0.7959999999999999,,0.797,0.47700000000000004,,1.0,0.0
dreading,,,,0.6409999999999999,,,,,,
dream,,,,,0.484,,,,0.0,0.0
dreams,,,,,0.5589999999999999,,,,,
dreamt,,,,0.111,,,,,,
dreary,,,,,,0.6559999999999999,,,1.0,0.0
drifted,,,,,,0.266,,,0.0,0.0
drinks,,,,,0.273,,,,,
drivel,,,0.414,,,,,,1.0,0.0
drones,,,,0.406,,,,,,
drool,,,0.609,,,,,,0.0,0.0
drown,,,,0.8440000000000001,,0.6409999999999999,,,1.0,0.0
drugged,,,,,,0.5,,,0.0,0.0
drunken,,,0.539,,,,,,1.0,0.0
dubious,,,,0.391,,,,0.195,1.0,0.0
duel,0.42200000000000004,0.484,,0.562,,,,,0.0,0.0
dull,,,,,,0.297,,,1.0,0.0
dumbasses,0.7120000000000001,,,,,,,,,
dumbbitch,0.841,,,,,,,,,
dumfound,,,,,,,0.758,,,
dumfounder,,,,,,,0.695,,,
dumps,0.312,,,,,0.516,,,1.0,0.0
dung,,,0.789,,,,,,0.0,0.0
dungeon,,,,0.672,,,,,1.0,0.0
dupe,0.312,,,,,,,,1.0,0.0
duplicity,0.318,,,,,,,,1.0,0.0
durability,,,,,,,,0.6409999999999999,0.0,1.0
durable,,,,,,,,0.547,0.0,1.0
duress,0.516,,0.5,0.6409999999999999,,0.625,,,1.0,0.0
dutiful,,0.38299999999999995,,,,,,0.578,0.0,1.0
dwarfed,,,,0.281,,0.391,,,1.0,0.0
dwelling,,,,,0.094,,,,0.0,0.0
dying,0.455,,0.617,0.948,,0.875,,,1.0,0.0
dynamic,,,,,,,0.57,,0.0,0.0
dysentery,,,0.727,,,0.593,,,1.0,0.0
eager,,0.742,,,0.43799999999999994,,0.406,0.539,0.0,1.0
eagerness,,0.812,,,0.552,,,0.469,0.0,1.0
eagle,,,,,,,,0.45299999999999996,0.0,0.0
earn,,,,,,,,0.562,0.0,1.0
earned,,,,,,,,0.57,,
earthquake,0.391,,,0.812,,0.7340000000000001,0.812,,1.0,0.0
ease,,,,,0.42200000000000004,,,,0.0,1.0
easiest,,,,,,,,0.42200000000000004,,
eatingdisorders,,,,0.578,,,,,,
economy,,,,,,,,0.43799999999999994,0.0,0.0
ecstasy,,0.711,,,0.9059999999999999,,,,0.0,1.0
ecstatic,,0.688,,,0.9540000000000001,,0.562,,0.0,1.0
edict,,,,0.375,,,,,1.0,0.0
edification,,0.42200000000000004,,,0.33299999999999996,,,0.531,0.0,1.0
edited,,,,,,,,0.38299999999999995,,
edition,,0.35200000000000004,,,,,,,0.0,0.0
educational,,,,,,,,0.586,0.0,1.0
eeeek,,,,0.5,,,,,,
eeek,,,,0.562,,,,,,
eek,,,,0.531,,,,,,
eel,,,,0.344,,,,,0.0,0.0
effective,,,,,,,,0.469,0.0,1.0
efficient,,0.39799999999999996,,,,,,0.594,0.0,1.0
effigy,0.439,,,,,,,,0.0,0.0
efforts,,,,,,,,0.49200000000000005,,
effyou,0.818,,,,,,,,,
egotistical,,,0.445,,,,,,1.0,0.0
egregious,0.672,,0.57,,,,,,1.0,0.0
ehh,,,,,,,,0.188,,
ejaculation,,0.7340000000000001,,,0.424,,0.547,0.273,0.0,1.0
elated,,,,,0.894,,,,0.0,1.0
elation,,,,,0.9440000000000001,,,,,
elbow,0.11699999999999999,,,,,,,,0.0,0.0
elder,,,,,,,,0.6559999999999999,0.0,1.0
elders,,,,,,,,0.68,0.0,1.0
elect,,,,,,,,0.43799999999999994,0.0,1.0
electorate,,,,,,,,0.39799999999999996,0.0,0.0
electric,,,,,0.344,,0.578,,0.0,1.0
electrify,,,,,,,0.711,,,
elegance,,0.45299999999999996,,,0.609,,,0.49200000000000005,0.0,1.0
elegant,,,,,0.53,,,,0.0,1.0
elevation,,0.508,,0.266,0.455,,,0.523,0.0,1.0
elf,0.061,,0.141,0.185,0.156,,,,0.0,0.0
elimination,0.456,,0.45299999999999996,0.588,,0.516,,,1.0,0.0
elite,,0.469,,,0.547,,,0.43799999999999994,0.0,1.0
ella,,,,,,,,0.25,,
elucidate,,,,,,,,0.43,0.0,1.0
elusive,,,,,,,0.414,,1.0,0.0
emaciated,,,,0.516,,0.7190000000000001,,,1.0,0.0
emancipation,,0.57,,,0.397,,,,0.0,1.0
embarrass,,,,,,0.39399999999999996,,,1.0,0.0
embarrassment,,,,0.375,,0.531,0.5,,1.0,0.0
embolism,,,,0.516,,0.531,,,1.0,0.0
embrace,,0.617,,,0.6759999999999999,,0.312,0.602,0.0,1.0
emergency,,,,0.7190000000000001,,0.6409999999999999,0.828,,1.0,0.0
emetophobia,,,,0.6559999999999999,,,,,,
eminence,,,,,,,,0.594,0.0,1.0
emo,,,,,,0.141,,,,
emotional,,,,,,0.43799999999999994,,,0.0,0.0
emphasize,,,,,,,,0.43799999999999994,0.0,0.0
employ,,,,,,,,0.445,0.0,0.0
emptiness,,,,,,0.727,,,0.0,0.0
empty,,,,,,0.364,,,0.0,0.0
enable,,,,,,,,0.508,0.0,1.0
enablement,,,,,,,,0.42200000000000004,0.0,1.0
enchant,,0.562,,,0.7340000000000001,,0.42200000000000004,,0.0,1.0
enchanted,,,,,0.7809999999999999,,,0.516,0.0,1.0
enchanting,,0.617,,,0.828,,,,0.0,1.0
encomiastic,,,,,,,,0.38299999999999995,,
encomium,,,,,,,,0.45299999999999996,,
encore,,,,,,,,0.43799999999999994,0.0,1.0
encourage,,,,,0.5,,,0.625,0.0,1.0
encouraged,,,,,0.6559999999999999,,,,,
encouragement,,,,,0.545,,,,0.0,1.0
encroachment,,,,0.6559999999999999,,,,,1.0,0.0
encumbrance,0.33299999999999996,,,0.32799999999999996,,0.441,,,1.0,0.0
encyclopedia,,,,,,,,0.672,0.0,1.0
endanger,,0.516,,0.688,,,,,1.0,0.0
endangered,,,,0.6559999999999999,,,,,1.0,0.0
endeavor,,0.586,,,,,,,0.0,1.0
endemic,,,0.508,0.484,,0.5,,,1.0,0.0
endless,0.198,,,0.297,0.303,0.32799999999999996,,0.344,1.0,1.0
endocarditis,,,,0.531,,0.562,,,0.0,0.0
endorse,,,,,,,,0.633,,
endow,,,,,,,,0.49200000000000005,0.0,1.0
endowment,,,,,,,,0.594,0.0,1.0
enema,,,0.727,,,,,,0.0,0.0
enemy,0.667,,0.562,0.625,,,,,1.0,0.0
energy,,,,,0.42200000000000004,,,,0.0,0.0
enforce,0.424,,,0.516,,,,,1.0,1.0
engaged,,0.6409999999999999,,,0.652,,,0.625,0.0,1.0
engaging,,,,,0.485,,,0.547,0.0,1.0
engulf,,0.484,,,,,,,0.0,0.0
enigmatic,,,,0.32899999999999996,,,,,1.0,0.0
enjoy,,0.578,,,0.812,,,0.484,0.0,1.0
enjoying,,0.586,,,0.7709999999999999,,,0.586,0.0,1.0
enlighten,,,,,0.758,,,0.594,0.0,1.0
enlightenment,,,,,0.609,,,0.602,0.0,1.0
enliven,,,,,0.672,,0.5,0.445,0.0,1.0
enmity,0.51,,,0.547,,0.406,,,1.0,0.0
enraged,0.927,,,,,,,,,
enroll,,0.47700000000000004,,,,,,0.461,0.0,0.0
ensemble,,,,,,,,0.539,0.0,1.0
enslaved,0.625,,0.836,0.7809999999999999,,0.828,,,1.0,0.0
entangled,0.544,,0.242,0.43799999999999994,,0.377,,,1.0,0.0
entertain,,,,,0.773,,,,0.0,1.0
entertained,,,,,0.7,,,,0.0,1.0
entertaining,,0.602,,,0.688,,,,0.0,1.0
entertainment,,0.539,,,0.603,,0.359,0.344,0.0,1.0
enthusiasm,,0.711,,,0.742,,0.6409999999999999,,0.0,1.0
enthusiast,,0.586,,,0.47100000000000003,,0.445,,0.0,1.0
enthusiastic,,,,,0.875,,,,,
entrails,,,0.7190000000000001,,,,,,1.0,0.0
entrust,,,,,,,,0.812,0.0,0.0
envy,,,,,,,,0.21899999999999997,,
epidemic,0.406,0.445,0.594,0.7759999999999999,,0.688,0.648,,1.0,0.0
episcopal,,,,,,,,0.47700000000000004,0.0,0.0
epitaph,,,,,,0.531,,,0.0,0.0
equality,,,,,0.39399999999999996,,,0.727,0.0,1.0
eradicate,0.682,,,,,,,,1.0,0.0
eradication,0.685,,0.516,0.828,,,,,1.0,0.0
erase,,,,0.303,,,,,1.0,0.0
erased,,,,,,,,0.195,,
erotic,,0.6409999999999999,,,0.5,,0.5,0.21899999999999997,1.0,1.0
errand,,0.344,,,,,,0.43,0.0,1.0
erratic,,,,,,,0.75,,1.0,0.0
error,,,,,,0.25,,,1.0,0.0
erupt,0.742,,,,,,0.789,,1.0,0.0
eruption,0.667,,,0.672,,,0.883,,1.0,0.0
escalate,0.569,,,,,,,,1.0,0.0
escape,,0.625,,0.406,,,,,1.0,1.0
escaped,,,,0.375,,,,,0.0,0.0
eschew,0.324,,0.45299999999999996,,,0.172,,,1.0,0.0
escort,,,,,,,,0.391,0.0,0.0
establish,,,,,,,,0.6409999999999999,0.0,0.0
established,,,,,0.303,,,,0.0,1.0
esteem,,,,,0.439,0.172,,0.688,0.0,1.0
estimable,,,,,,,,0.43,,
estimation,,,,,,,,0.336,0.0,0.0
eternal,,,,,0.469,,,,0.0,0.0
eternity,,,,,,0.266,,,0.0,0.0
ethereal,,,,0.32799999999999996,,,,,0.0,0.0
eulogistic,,,,,,,,0.391,,
eulogium,,,,,,,,0.359,,
eulogize,,,,,,,,0.42200000000000004,,
eulogy,,,,,,,,0.39799999999999996,0.0,0.0
euphoria,,,,,0.922,,,,,
euthanasia,,,,0.594,,0.927,,,1.0,0.0
evacuate,,,,0.578,,,,,1.0,0.0
evade,0.344,,0.21899999999999997,0.344,,,,,1.0,0.0
evanescence,,,,,,0.312,0.45299999999999996,,0.0,0.0
evasion,,,,0.562,,0.484,,,1.0,0.0
eventual,,0.49200000000000005,,,,,,,0.0,0.0
eventuality,,0.5,,0.141,,,,,0.0,0.0
eventually,,,,,,,,0.461,,
evergreen,,,,,0.281,,,0.531,0.0,1.0
everlasting,,,,,0.578,,,0.57,0.0,1.0
everyman,,,,0.17800000000000002,,,,,,
evict,,,,,,0.5,,,1.0,0.0
eviction,0.435,,0.38299999999999995,0.596,,0.594,,,1.0,0.0
evident,,,,,,,,0.625,0.0,1.0
evil,0.706,,0.758,0.833,,0.672,,,1.0,0.0
exacerbation,0.531,,,0.516,,,,,1.0,0.0
exaggerate,0.263,,,,,,,,1.0,0.0
exalt,,0.562,,,0.636,,,0.555,0.0,1.0
exaltation,,,,,0.682,,,0.445,0.0,1.0
exalted,,,,,0.591,,,0.539,0.0,1.0
exam,,,,0.359,,,,,0.0,0.0
examination,,,,0.204,,,0.32,,1.0,0.0
exasperation,0.424,,0.32799999999999996,,,,,,1.0,0.0
excavation,,0.578,,,,,0.36700000000000005,,1.0,0.0
exceed,,0.539,,,0.348,,,,0.0,1.0
excel,,0.461,,,0.5,,0.445,0.609,0.0,1.0
excellence,,,0.141,,0.818,,,0.727,0.0,1.0
excellent,,,,,0.812,,,0.6559999999999999,0.0,1.0
exception,,,,,,,,0.305,0.0,0.0
exchange,,,,,,,,0.45299999999999996,0.0,1.0
excitation,0.172,0.703,,0.391,0.8909999999999999,,0.6409999999999999,,0.0,1.0
excite,0.191,0.742,,0.132,0.6970000000000001,,0.695,,0.0,1.0
excited,,0.8590000000000001,,,0.818,,0.625,0.45299999999999996,0.0,1.0
excitement,,0.82,,,0.922,,0.7340000000000001,,0.0,1.0
exciting,,0.797,,,0.853,,0.672,,0.0,1.0
exclaim,,,,,,,0.789,,0.0,0.0
excluded,,,0.32799999999999996,,,0.609,,,1.0,0.0
excluding,,,,,,0.281,,,1.0,0.0
exclusion,,,0.36700000000000005,0.636,,0.5,,,1.0,0.0
excrement,,,0.883,,,,,,1.0,0.0
excretion,,,0.828,,,,,,0.0,0.0
excruciating,,,,0.7190000000000001,,,,,1.0,0.0
execution,0.917,,,0.8440000000000001,,0.8590000000000001,,0.32799999999999996,1.0,0.0
executioner,0.644,,,0.8590000000000001,,0.667,,,1.0,0.0
executor,,,,,,,,0.406,0.0,0.0
exercise,,,,,0.258,,,,0.0,0.0
exhausted,,,,,,0.391,,,1.0,0.0
exhaustion,,0.297,,,,0.375,,,1.0,0.0
exhaustive,,,,,,,,0.43799999999999994,0.0,0.0
exhilaration,,,,,0.8909999999999999,,0.672,,0.0,1.0
exigent,,0.508,0.336,0.391,,,0.49200000000000005,,1.0,0.0
exile,0.469,,,0.516,,0.742,,,1.0,0.0
exorcism,,,,0.8,,0.6409999999999999,,,1.0,0.0
expect,,0.742,,,,,0.14800000000000002,0.47700000000000004,0.0,1.0
expectance,,0.75,,,,,,,,
expectancy,,0.727,,,,,,,0.0,0.0
expectant,,0.789,,,,,,,0.0,0.0
expectation,,0.695,,,,,,,0.0,1.0
expected,,0.562,,,,,,,0.0,0.0
expecting,,0.727,,,,,,,0.0,0.0
expedient,,,,,0.25,,,0.531,0.0,1.0
expedition,,0.6409999999999999,,,,,,,0.0,1.0
expel,0.6559999999999999,,0.391,0.43799999999999994,,0.414,,,1.0,0.0
experience,,,,,0.375,,,,0.0,0.0
experienced,,,,,,,,0.602,0.0,1.0
experiment,,0.58,,,,,0.414,,0.0,0.0
expert,,,,,,,,0.664,0.0,1.0
expertise,,,,,,,,0.68,0.0,1.0
expire,,,,,,0.562,,,1.0,0.0
explain,,,,,,,,0.39799999999999996,0.0,1.0
expletive,0.672,,,,,,,,1.0,0.0
explode,0.8590000000000001,,,0.828,,0.5,0.9059999999999999,,1.0,0.0
explore,,0.695,,,,,,,0.0,0.0
explosion,,,,0.879,,,0.898,,1.0,0.0
explosions,,,,,0.061,,,,,
explosive,0.894,0.523,,0.8590000000000001,,,0.883,,1.0,0.0
expose,,0.562,,0.375,,,,,0.0,0.0
expulsion,0.6409999999999999,,0.578,0.547,,0.469,,,1.0,0.0
exquisite,,,,,0.688,,,,0.0,1.0
exterminate,,,,0.81,,0.736,,,1.0,0.0
extermination,0.8240000000000001,,,0.797,,,,,1.0,0.0
extinct,,,,,,0.703,,,1.0,0.0
extinguish,0.39399999999999996,,,,,,,,1.0,0.0
extol,,,,,,,,0.406,,
extrajudicial,,,,0.42200000000000004,,,,,1.0,0.0
extricate,,0.461,,,,,,,0.0,1.0
exuberance,,,,,0.922,,,,0.0,1.0
eyewitness,,,,,,,,0.547,0.0,0.0
fab,,,,,0.531,,,,,
fabrication,,,,,,,,0.25,1.0,0.0
fabulous,,,,,0.922,,,,,
fact,,,,,,,,0.727,0.0,0.0
facts,,,,,,,,0.6559999999999999,0.0,1.0
faculty,,,,,,,,0.38299999999999995,0.0,1.0
fade,,,,,,,,0.359,1.0,0.0
faeces,,,0.812,,,,,,1.0,0.0
failing,0.23399999999999999,0.38299999999999995,,0.531,,0.6409999999999999,,,1.0,0.0
failure,,,0.39799999999999996,0.578,,0.812,,,1.0,0.0
fain,,0.445,,,0.16699999999999998,,,0.39799999999999996,0.0,1.0
fainting,,,,0.42200000000000004,,0.359,0.5,,1.0,0.0
fairly,,,,,,,,0.594,0.0,1.0
faith,,0.43799999999999994,,,0.45299999999999996,,,0.742,0.0,1.0
faithful,,,,,0.529,,,0.797,0.0,1.0
faithfulness,,,,,0.5529999999999999,,,,,
faithless,,,,,,0.609,,,1.0,0.0
fall,,,,,,0.418,,,1.0,0.0
fallacious,0.424,,,,,,,,1.0,0.0
falling,,,,,,0.42200000000000004,,,1.0,0.0
fallout,,,,,,0.469,,,,
falsehood,0.25,,,,,,,0.16399999999999998,1.0,0.0
falsification,0.379,,,,,,,,1.0,0.0
falsify,,,0.406,,,,,,1.0,0.0
falsity,,,0.43,,,,,,1.0,0.0
falter,,,,0.43799999999999994,,,,,1.0,0.0
familiar,,,,,,,,0.6559999999999999,0.0,1.0
familiarity,,0.391,,,0.33299999999999996,,,0.68,0.0,1.0
family,,,,,0.5,,,,,
familytime,,,,,0.515,,,,,
famine,,,,,,0.812,,,1.0,0.0
fanaticism,,,,0.344,,,,,0.0,0.0
fancy,,0.32,,,0.516,,,,0.0,1.0
fanfare,,0.562,,,0.594,,0.484,,0.0,1.0
fang,,,,0.516,,,,,0.0,0.0
fangs,,,,0.672,,,,,0.0,0.0
farcical,,,0.391,,,,,,1.0,0.0
farewell,,,,,,0.43799999999999994,,,0.0,0.0
farm,,0.35200000000000004,,,,,,,0.0,0.0
fascinate,,,,,,,0.562,,,
fascination,,,,,,,0.43,,0.0,1.0
fashion,,,,,,,,0.266,0.0,0.0
fasting,,,,,,0.22,,,1.0,0.0
fat,,,0.617,,,0.203,,,1.0,0.0
fatal,0.7120000000000001,,,0.828,,0.922,,,1.0,0.0
fatality,,,,0.9059999999999999,,0.7659999999999999,,,1.0,0.0
fate,,0.555,,,,,,0.43799999999999994,1.0,0.0
father,,,,,,,,0.586,0.0,0.0
fatigued,,,,,,0.406,,,1.0,0.0
fatty,,,0.539,,,0.312,,,1.0,0.0
fault,,,,,,0.406,,,1.0,0.0
faultless,,,,,,,,0.672,0.0,1.0
faults,,,,,,,,0.22699999999999998,,
faulty,0.375,,,,,,,,1.0,0.0
favor,,,,,0.348,,,,0.0,0.0
favorable,,0.5,,,0.561,,0.297,0.6559999999999999,0.0,1.0
favorite,,,,,0.688,,,0.484,0.0,1.0
favoriteholiday,,,,,0.8440000000000001,,,,,
favs,,,,,,,,0.39799999999999996,,
fear,0.5,,,0.828,,,,,1.0,0.0
feared,,,,0.782,,,,,,
fearful,,,,0.7659999999999999,,0.7659999999999999,,,1.0,0.0
fearfully,,,,0.6559999999999999,,0.609,0.531,,1.0,0.0
fearing,,,,0.8079999999999999,,,,,1.0,0.0
fearless,,,,0.2,,,,,0.0,1.0
fears,,,,0.75,,,,,,
feat,,0.531,,,0.297,,0.445,,0.0,1.0
fecal,,,0.8440000000000001,,,,,,1.0,0.0
feces,,,0.8440000000000001,,,,,,1.0,0.0
fedup,0.7340000000000001,,,,,,,,,
fee,0.172,,,,,,,,1.0,0.0
feeble,,,,,,0.391,,,1.0,0.0
feelgood,,,,,0.736,,,,,
feeling,0.147,0.555,0.141,0.32799999999999996,0.359,0.172,0.359,0.518,1.0,1.0
feelingdown,,,,,,0.672,,,,
feelinggood,,,,,0.7340000000000001,,,,,
feisty,0.26899999999999996,,,,,,,,,
felicity,,,,,0.636,,,,0.0,1.0
